"Student_ID","High_School_GPA","SAT_Score","University_Ranking","University_GPA","Field_of_Study"
"S03082",3.51,1302,305,3.08,"Computer Science"
"S03083",3.21,1362,191,3.32,"Engineering"
"S03084",3.38,1316,724,2.56,"Business"
"S03085",2.56,1101,78,2.64,"Business"
"S03086",2.96,964,558,2.67,"Law"
"S03087",2.09,1454,605,3.4,"Medicine"
"S03088",3.64,916,889,2.95,"Arts"
"S03089",3.98,1082,525,3.04,"Law"
"S03090",2.81,1290,740,3.18,"Arts"
"S03091",2.02,943,301,3.54,"Engineering"
"S03092",2.34,1599,949,2.18,"Mathematics"
"S03093",3.31,1381,17,3.55,"Mathematics"
"S03094",3.22,1162,815,3.13,"Arts"
"S03095",3.58,1073,574,3.34,"Mathematics"
"S03096",2.51,1340,434,2.66,"Medicine"
"S03097",3.53,1465,43,2.82,"Mathematics"
"S03098",3.38,1119,68,2.46,"Engineering"
"S03099",2.65,1457,380,3.96,"Business"
"S03100",3.09,1293,212,2.99,"Arts"
"S03101",2.29,1094,203,3.99,"Medicine"
"S03102",2.91,1308,726,2.98,"Medicine"
"S03103",3.76,1370,109,2.44,"Business"
"S03104",2.84,1246,968,3.01,"Mathematics"
"S03105",3.68,1361,284,2.08,"Medicine"
"S03106",3.18,960,941,3.81,"Engineering"
"S03107",2.38,1065,937,3.64,"Engineering"
"S03108",3.16,1571,606,3.45,"Law"
"S03109",3.01,1050,225,3.22,"Computer Science"
"S03110",2.8,1010,737,3.16,"Business"
"S03111",2.24,1387,751,3.99,"Mathematics"
"S03112",2.83,1448,118,2.56,"Medicine"
"S03113",2.15,902,932,3.56,"Arts"
"S03114",2.2,1382,603,3.16,"Law"
"S03115",2.83,912,340,3.95,"Engineering"
"S03116",2.61,1061,801,3.66,"Business"
"S03117",3.85,1243,281,4,"Mathematics"
"S03118",2.75,1348,491,3.18,"Business"
"S03119",3.52,1231,19,2.41,"Mathematics"
"S03120",3.06,1163,175,3.01,"Engineering"
"S03121",3.41,982,469,3.42,"Computer Science"
"S03122",2.52,1233,618,3.55,"Business"
"S03123",3.88,1279,801,2,"Medicine"
"S03124",3.06,1118,760,3.01,"Arts"
"S03125",3.66,1557,835,2.47,"Arts"
"S03126",2.73,1353,142,3.75,"Engineering"
"S03127",2.2,1572,463,2.31,"Business"
"S03128",3.35,988,929,3.33,"Arts"
"S03129",2.02,1232,298,2.53,"Business"
"S03130",2.95,1209,470,2.71,"Engineering"
"S03131",2.39,1319,705,3.88,"Computer Science"
"S03132",3.25,1508,863,2.48,"Arts"
"S03133",3.96,1253,815,2.19,"Medicine"
"S03134",2.93,999,803,2.14,"Law"
"S03135",3.63,1044,373,3.01,"Engineering"
"S03136",3.02,909,468,3.28,"Law"
"S03137",2.99,943,928,2.65,"Computer Science"
"S03138",3.86,1285,951,3.38,"Medicine"
"S03139",3.78,1394,438,2.12,"Law"
"S03140",3.57,1392,844,3.71,"Medicine"
"S03141",2.59,1068,947,3.63,"Arts"
"S03142",3.09,1541,720,3.97,"Business"
"S03143",2.45,1430,443,3.87,"Engineering"
"S03144",2.89,1235,456,2.71,"Medicine"
"S03145",2.97,1412,248,2.8,"Arts"
"S03146",3.66,1029,142,3.49,"Computer Science"
"S03147",3.79,1438,402,2.27,"Mathematics"
"S03148",2.83,1413,896,2.63,"Medicine"
"S03149",2.04,1149,823,2.24,"Computer Science"
"S03150",3.72,1037,222,2.91,"Engineering"
"S03151",2.35,1174,737,3.1,"Arts"
"S03152",3.24,1363,866,2.42,"Computer Science"
"S03153",2.05,1040,184,2.05,"Business"
"S03154",2.8,1155,364,3.44,"Law"
"S03155",3.97,1355,817,2.04,"Computer Science"
"S03156",2.2,1333,994,3.95,"Computer Science"
"S03157",2.85,1506,188,2.44,"Arts"
"S03158",2.61,1072,113,3.33,"Arts"
"S03159",3.81,1372,181,2.87,"Medicine"
"S03160",3.74,1322,199,2.12,"Law"
"S03161",2.48,1338,902,2.94,"Computer Science"
"S03162",2.16,956,70,3.03,"Computer Science"
"S03163",3.25,1397,598,3.71,"Arts"
"S03164",2.67,1513,904,3.46,"Mathematics"
"S03165",3.34,1068,485,2.16,"Business"
"S03166",2.06,1481,399,2.42,"Mathematics"
"S03167",2.27,1460,922,2.62,"Arts"
"S03168",3.37,1327,551,2.23,"Business"
"S03169",2.42,1318,643,2.91,"Law"
"S03170",3.72,1246,953,3.97,"Mathematics"
"S03171",2.12,1416,10,3.03,"Arts"
"S03172",2.43,1354,3,3.48,"Law"
"S03173",4,1101,478,3.37,"Engineering"
"S03174",2.87,1078,814,3.7,"Computer Science"
"S03175",3.41,956,662,2.43,"Law"
"S03176",2.37,1597,67,3.51,"Business"
"S03177",3.22,1503,705,3.76,"Engineering"
"S03178",3.45,1400,97,2.34,"Business"
"S03179",2.63,1011,531,2.69,"Medicine"
"S03180",3.66,1047,996,3.94,"Medicine"
"S03181",3.21,1277,318,3.56,"Computer Science"
"S03182",2.78,1247,98,2.57,"Engineering"
"S03183",3.12,1257,57,3.13,"Engineering"
"S03184",3.15,955,863,2.81,"Medicine"
"S03185",2.33,1215,107,2.98,"Computer Science"
"S03186",2.81,1084,88,2.71,"Law"
"S03187",2.69,953,972,2.56,"Medicine"
"S03188",2.8,936,653,3.35,"Engineering"
"S03189",3.52,1169,656,3.56,"Business"
"S03190",2.97,1407,912,3.75,"Mathematics"
"S03191",3.88,1127,371,2.31,"Engineering"
"S03192",2.59,1327,375,3.65,"Computer Science"
"S03193",2.83,900,52,2.51,"Engineering"
"S03194",3.57,922,724,2.85,"Arts"
"S03195",3.09,1402,41,3.8,"Engineering"
"S03196",3.09,1347,816,2.91,"Arts"
"S03197",2.11,1395,91,2.39,"Medicine"
"S03198",2.8,1324,39,2.32,"Law"
"S03199",2.54,1599,13,2.95,"Arts"
"S03200",4,917,900,3.53,"Engineering"
"S03201",2.62,1344,608,3.99,"Law"
"S03202",3.77,1460,621,3.57,"Mathematics"
"S03203",3.35,1458,104,3.75,"Law"
"S03204",2.68,1526,866,3.5,"Engineering"
"S03205",3.09,938,743,3.79,"Engineering"
"S03206",3.68,1109,43,2.15,"Mathematics"
"S03207",3.77,1110,209,3.86,"Computer Science"
"S03208",2.32,1464,600,2.79,"Medicine"
"S03209",2.68,1180,605,3.84,"Arts"
"S03210",2.67,1032,686,2.15,"Business"
"S03211",2.08,1348,476,3.43,"Arts"
"S03212",3.2,1163,638,3.47,"Engineering"
"S03213",3.71,1010,109,3.99,"Business"
"S03214",2.76,1454,559,3.54,"Business"
"S03215",3.48,1137,214,2.77,"Arts"
"S03216",3.26,1356,604,3.11,"Mathematics"
"S03217",2.75,1415,693,2.73,"Arts"
"S03218",2.28,1072,409,2.39,"Arts"
"S03219",3.42,1092,553,2.5,"Arts"
"S03220",3.71,1414,771,2.44,"Mathematics"
"S03221",3.37,1467,633,3.1,"Mathematics"
"S03222",2.04,1308,77,3.81,"Medicine"
"S03223",2.43,1587,95,3.83,"Computer Science"
"S03224",2.14,1527,269,2.11,"Computer Science"
"S03225",3.14,983,361,2.16,"Arts"
"S03226",3.51,1570,530,2.49,"Computer Science"
"S03227",2.22,979,805,2.51,"Arts"
"S03228",3.68,1477,683,2.19,"Arts"
"S03229",3.11,1108,162,2.78,"Arts"
"S03230",3.38,1421,465,3.18,"Law"
"S03231",3.94,1098,823,3.16,"Medicine"
"S03232",2.17,1470,564,3.09,"Engineering"
"S03233",3.8,1133,981,2.68,"Computer Science"
"S03234",2.25,1143,548,3.41,"Computer Science"
"S03235",2.79,1292,950,3.65,"Medicine"
"S03236",3.7,1465,187,2.69,"Medicine"
"S03237",3.81,1345,882,2.17,"Arts"
"S03238",3.01,1292,760,2.59,"Arts"
"S03239",3.19,908,52,2.27,"Law"
"S03240",3.42,1512,488,2.93,"Law"
"S03241",3.67,1052,531,2.31,"Engineering"
"S03242",2.24,1009,396,2.93,"Computer Science"
"S03243",3.62,1165,92,2.44,"Medicine"
"S03244",2.96,1272,651,3.48,"Engineering"
"S03245",2.9,1051,816,2.06,"Computer Science"
"S03246",2.85,1494,357,3.11,"Engineering"
"S03247",3.02,1314,732,2.34,"Engineering"
"S03248",3.89,1545,611,2,"Mathematics"
"S03249",3.1,1225,748,3.74,"Arts"
"S03250",3.91,1571,719,3.34,"Engineering"
"S03251",2.36,1450,144,2.2,"Arts"
"S03252",3.45,1075,199,3.33,"Computer Science"
"S03253",3.62,1424,815,3.22,"Law"
"S03254",3.36,1214,323,2.95,"Computer Science"
"S03255",3.21,966,799,2.84,"Arts"
"S03256",3.13,1452,332,3.77,"Law"
"S03257",3.72,1083,264,2.49,"Mathematics"
"S03258",3.64,934,217,2.8,"Business"
"S03259",2.24,1404,701,2.66,"Law"
"S03260",3.7,975,556,3.54,"Engineering"
"S03261",2.83,1371,434,3.83,"Computer Science"
"S03262",2.51,1481,803,3.7,"Mathematics"
"S03263",3.74,1422,460,3.6,"Engineering"
"S03264",2.86,1182,701,3.97,"Mathematics"
"S03265",3.62,1435,503,3.39,"Law"
"S03266",2.53,1173,469,3.5,"Business"
"S03267",2.01,1438,986,3.97,"Engineering"
"S03268",2.99,953,951,2.01,"Business"
"S03269",2.2,954,706,3.27,"Medicine"
"S03270",3.51,1176,782,3.48,"Business"
"S03271",2.55,1342,366,3.84,"Computer Science"
"S03272",2.89,1317,772,3.77,"Law"
"S03273",2.17,1531,913,3.68,"Arts"
"S03274",2.57,1124,239,3.89,"Arts"
"S03275",3.56,1469,624,3.07,"Engineering"
"S03276",2.3,1154,581,2.01,"Law"
"S03277",3.29,1075,920,2.02,"Mathematics"
"S03278",3.83,1465,561,3.09,"Medicine"
"S03279",3.36,1045,823,2.87,"Engineering"
"S03280",3.62,1563,967,2.9,"Business"
"S03281",2.22,1284,663,2.8,"Arts"
"S03282",2.5,1161,751,3.84,"Business"
"S03283",3.79,1430,849,2.72,"Arts"
"S03284",3.43,1270,396,3.71,"Arts"
"S03285",3.28,1582,395,3.81,"Arts"
"S03286",3.33,1096,627,3,"Law"
"S03287",2.83,1484,75,2.89,"Mathematics"
"S03288",2.09,1496,98,3.52,"Mathematics"
"S03289",3.57,1183,383,3.42,"Mathematics"
"S03290",3.36,1201,623,2.66,"Computer Science"
"S03291",2.95,1031,869,2.21,"Law"
"S03292",3.8,1019,370,2.53,"Business"
"S03293",2.67,1035,285,2.26,"Mathematics"
"S03294",2.59,1527,256,2.59,"Law"
"S03295",3.75,1472,830,2.52,"Mathematics"
"S03296",3.59,1428,309,3.28,"Engineering"
"S03297",3.03,933,629,3.91,"Medicine"
"S03298",2.26,1431,176,3.37,"Engineering"
"S03299",2.43,1107,228,3.85,"Law"
"S03300",3.31,1573,347,3.57,"Business"
"S03301",2.77,1198,618,3.46,"Medicine"
"S03302",3.67,1421,342,2.83,"Engineering"
"S03303",3.9,993,896,2.65,"Medicine"
"S03304",3.61,1313,962,3.69,"Business"
"S03305",2.76,1270,239,3.81,"Arts"
"S03306",3.58,1308,612,2.9,"Business"
"S03307",2.7,1282,688,2.02,"Mathematics"
"S03308",2.33,1340,350,3.59,"Computer Science"
"S03309",2.07,1346,955,2.57,"Medicine"
"S03310",2.77,1518,455,2.02,"Business"
"S03311",3.81,1516,441,3.61,"Arts"
"S03312",2.48,970,761,3.03,"Arts"
"S03313",2.41,983,588,3.37,"Business"
"S03314",3.94,1108,515,3.83,"Engineering"
"S03315",2.05,1158,81,3.08,"Business"
"S03316",3.57,1138,361,3.01,"Arts"
"S03317",2.64,1201,288,2.58,"Business"
"S03318",2.07,1131,8,2.61,"Computer Science"
"S03319",3.84,1181,87,3.59,"Engineering"
"S03320",2.28,1293,998,2.9,"Business"
"S03321",3.1,1317,286,2.33,"Arts"
"S03322",2.55,1105,399,2.19,"Business"
"S03323",2.13,1163,74,2.95,"Mathematics"
"S03324",2.1,1210,439,2.93,"Business"
"S03325",2.23,1596,123,3.31,"Medicine"
"S03326",2.14,1525,377,2.94,"Business"
"S03327",3.52,978,806,2.29,"Computer Science"
"S03328",2.97,1241,143,3.02,"Arts"
"S03329",2.69,1461,158,3.81,"Law"
"S03330",2.84,994,430,2.32,"Medicine"
"S03331",3.86,1250,448,3.38,"Law"
"S03332",3.82,961,410,3.19,"Business"
"S03333",3.43,1041,371,3.5,"Mathematics"
"S03334",3.77,1010,109,2.3,"Engineering"
"S03335",2.64,1515,846,3.88,"Computer Science"
"S03336",2.76,1426,707,3.24,"Computer Science"
"S03337",3.23,1570,36,3.69,"Mathematics"
"S03338",3.25,1056,90,2.49,"Computer Science"
"S03339",2.96,1438,974,3.48,"Mathematics"
"S03340",2.8,1496,415,3.56,"Medicine"
"S03341",3.97,908,974,2.79,"Mathematics"
"S03342",3.64,1175,296,2.77,"Mathematics"
"S03343",2.87,1126,842,3.32,"Business"
"S03344",3.45,1085,713,2.19,"Computer Science"
"S03345",2.54,1490,46,3.47,"Business"
"S03346",2.2,1115,488,2.09,"Engineering"
"S03347",2.7,1332,619,2.38,"Mathematics"
"S03348",2.81,1468,170,3.33,"Business"
"S03349",2.03,1555,146,2.2,"Law"
"S03350",3.63,1255,868,3.94,"Business"
"S03351",2.72,1291,420,3.74,"Business"
"S03352",3.16,1478,972,3.25,"Mathematics"
"S03353",2.15,1174,690,3.64,"Arts"
"S03354",2.35,1393,573,3.78,"Law"
"S03355",3.78,1516,936,2.52,"Medicine"
"S03356",3.22,1350,3,3.7,"Mathematics"
"S03357",3.9,1319,594,2.39,"Business"
"S03358",4,1599,263,2.83,"Computer Science"
"S03359",2.74,1063,799,3.12,"Mathematics"
"S03360",2.6,1462,321,3.43,"Arts"
"S03361",3.72,1537,607,2.06,"Business"
"S03362",4,1491,576,2.58,"Arts"
"S03363",3.26,1082,246,3.22,"Medicine"
"S03364",3.59,1209,589,2.71,"Mathematics"
"S03365",3.56,916,477,3.55,"Arts"
"S03366",2.71,1345,259,3.3,"Computer Science"
"S03367",3.15,1069,93,2.47,"Business"
"S03368",3.67,1179,803,2.29,"Computer Science"
"S03369",3.38,1239,783,3.26,"Mathematics"
"S03370",2.04,1418,533,2.9,"Mathematics"
"S03371",2.67,910,574,2.34,"Engineering"
"S03372",2.29,1423,339,2.65,"Arts"
"S03373",2.47,1521,924,2.61,"Arts"
"S03374",3.81,1032,260,2.22,"Arts"
"S03375",2.07,1539,237,3.09,"Law"
"S03376",2.44,1047,141,3.53,"Mathematics"
"S03377",2.62,1465,975,3.15,"Mathematics"
"S03378",3.23,978,947,3.65,"Medicine"
"S03379",3.07,1245,944,2.26,"Law"
"S03380",2.44,1508,679,2.87,"Computer Science"
"S03381",2.33,1148,480,3.22,"Mathematics"
"S03382",2.47,1538,579,3.35,"Engineering"
"S03383",3.01,1441,350,3.39,"Medicine"
"S03384",2.54,923,570,3.46,"Medicine"
"S03385",3.9,1370,724,3.3,"Business"
"S03386",2.93,1100,130,2.19,"Mathematics"
"S03387",2.12,1030,537,3.39,"Engineering"
"S03388",3.46,1533,11,3.45,"Mathematics"
"S03389",2.66,1255,257,3.99,"Arts"
"S03390",3.31,1049,816,3.39,"Law"
"S03391",2.56,1425,369,3.37,"Arts"
"S03392",3.14,1203,944,3.03,"Mathematics"
"S03393",3.54,1440,394,3.74,"Business"
"S03394",3.86,949,593,3.99,"Law"
"S03395",2.52,1363,798,3.56,"Arts"
"S03396",2.67,1139,419,3.23,"Computer Science"
"S03397",2.93,1381,882,2.16,"Arts"
"S03398",3.85,1354,19,3.45,"Mathematics"
"S03399",3.8,1182,110,3.42,"Law"
"S03400",2.18,1234,437,3.55,"Computer Science"
"S03401",2.26,1251,505,2.25,"Business"
"S03402",2.99,1567,34,3.31,"Business"
"S03403",2.21,1548,288,2.59,"Computer Science"
"S03404",2.69,1226,844,3.52,"Law"
"S03405",2.3,1235,255,2.48,"Law"
"S03406",3.27,1565,638,3.37,"Arts"
"S03407",3.9,980,721,2.59,"Business"
"S03408",3.99,986,134,2.02,"Business"
"S03409",2.75,1157,499,3.27,"Computer Science"
"S03410",3.2,1084,397,2.23,"Business"
"S03411",3.71,1591,487,3.32,"Mathematics"
"S03412",2.23,1597,598,3.85,"Arts"
"S03413",3.38,1022,587,3.94,"Business"
"S03414",2.82,995,960,2.47,"Computer Science"
"S03415",2.41,1504,647,3.62,"Arts"
"S03416",2.81,1414,813,2.71,"Engineering"
"S03417",2.15,1342,685,3.8,"Computer Science"
"S03418",3.39,1413,213,3.57,"Engineering"
"S03419",2.51,1270,833,2.15,"Business"
"S03420",2.62,1204,350,2.81,"Arts"
"S03421",2.24,1256,19,2.67,"Business"
"S03422",3.73,1047,119,3.57,"Arts"
"S03423",2.99,1184,815,2.82,"Medicine"
"S03424",3.14,1556,302,3.37,"Business"
"S03425",3.14,1161,285,3.2,"Business"
"S03426",2.82,1473,227,3.95,"Business"
"S03427",2.39,1390,507,3.88,"Law"
"S03428",3.49,930,501,2.86,"Computer Science"
"S03429",2.25,1167,212,3.45,"Law"
"S03430",2.21,911,356,3.66,"Arts"
"S03431",3.42,1090,701,3.8,"Arts"
"S03432",2.42,1299,487,2.14,"Arts"
"S03433",2.61,1436,321,2.6,"Computer Science"
"S03434",2.95,990,663,2.64,"Arts"
"S03435",2.9,1499,223,2.87,"Law"
"S03436",3.42,1400,640,2.34,"Mathematics"
"S03437",3.25,1200,760,2.99,"Law"
"S03438",3.29,1010,563,3.33,"Mathematics"
"S03439",3.43,979,191,2.99,"Business"
"S03440",2.59,1551,995,3.33,"Engineering"
"S03441",2.64,1332,500,2.13,"Mathematics"
"S03442",2.88,1316,495,3.75,"Medicine"
"S03443",2.61,1113,237,3.88,"Arts"
"S03444",3.97,1346,22,3.24,"Computer Science"
"S03445",3.63,917,622,3.76,"Mathematics"
"S03446",2.33,953,327,2.26,"Computer Science"
"S03447",2.01,1508,545,3.59,"Arts"
"S03448",2.09,1139,127,2.24,"Engineering"
"S03449",2.49,1317,365,2.82,"Law"
"S03450",2.23,1385,868,2.65,"Arts"
"S03451",3.07,1343,44,3.17,"Computer Science"
"S03452",3.72,1465,519,2.6,"Medicine"
"S03453",3.47,1498,128,3.27,"Engineering"
"S03454",2.43,1022,603,2.73,"Arts"
"S03455",2.8,1319,130,3.72,"Mathematics"
"S03456",3.02,1465,529,3.27,"Medicine"
"S03457",3.62,1115,321,2.43,"Arts"
"S03458",3.68,1319,186,2.67,"Engineering"
"S03459",3.82,1450,622,3.69,"Computer Science"
"S03460",3.02,1127,798,2.77,"Law"
"S03461",3.39,1136,982,3.07,"Mathematics"
"S03462",2.22,1543,348,3.3,"Law"
"S03463",3.13,1229,481,2.7,"Engineering"
"S03464",2.5,1368,922,2.59,"Business"
"S03465",2.86,1579,675,2.95,"Law"
"S03466",3.27,1386,959,2.43,"Arts"
"S03467",2.51,1448,587,2.57,"Medicine"
"S03468",2.1,1478,711,2.12,"Medicine"
"S03469",2.02,1522,924,2.61,"Mathematics"
"S03470",2.04,1314,921,2.64,"Law"
"S03471",2.02,1118,957,3.92,"Engineering"
"S03472",2.22,1280,361,3.18,"Mathematics"
"S03473",2.48,986,287,3.57,"Engineering"
"S03474",2.44,1360,182,2.09,"Engineering"
"S03475",3.97,1310,451,2.21,"Medicine"
"S03476",2.61,1590,97,3.63,"Computer Science"
"S03477",2.25,1424,563,3.25,"Medicine"
"S03478",3.09,1346,314,2.38,"Computer Science"
"S03479",3.72,1199,546,2.81,"Mathematics"
"S03480",3.36,1307,955,3.08,"Mathematics"
"S03481",2.59,1536,21,3.69,"Mathematics"
"S03482",3.12,1274,696,2.12,"Engineering"
"S03483",3.43,1132,805,3.19,"Business"
"S03484",3.46,1537,576,3.43,"Medicine"
"S03485",3.33,1549,497,3.96,"Engineering"
"S03486",3.74,948,403,3.61,"Medicine"
"S03487",3.74,1085,124,2.55,"Engineering"
"S03488",3.16,1104,613,3.42,"Medicine"
"S03489",2.86,977,119,3.53,"Arts"
"S03490",3.28,1380,853,3.46,"Medicine"
"S03491",3.64,1285,590,3.64,"Arts"
"S03492",2.01,1093,970,3.81,"Computer Science"
"S03493",3.98,1002,693,2.2,"Medicine"
"S03494",2.37,1516,711,2.21,"Computer Science"
"S03495",2.94,1275,477,3.59,"Business"
"S03496",3.74,1186,959,2.5,"Law"
"S03497",2.45,1381,872,2.12,"Law"
"S03498",2.95,1149,702,2.8,"Arts"
"S03499",2.27,1100,840,3.64,"Medicine"
"S03500",2.79,1435,103,2.25,"Law"
"S03501",2.35,1360,333,3.34,"Computer Science"
"S03502",2.73,1199,878,2.01,"Law"
"S03503",2.75,1377,787,2.22,"Law"
"S03504",3.99,982,459,2.7,"Engineering"
"S03505",3.99,1357,130,2.17,"Law"
"S03506",2.23,1590,753,3.69,"Computer Science"
"S03507",3.45,1197,134,3.73,"Law"
"S03508",2.1,1263,157,3.51,"Medicine"
"S03509",2.06,939,425,2.48,"Law"
"S03510",2.21,1524,435,3.05,"Business"
"S03511",3.93,1239,389,2.37,"Law"
"S03512",3.88,1415,937,2.56,"Arts"
"S03513",2.39,1007,318,3.03,"Engineering"
"S03514",2.32,1215,670,3.47,"Mathematics"
"S03515",2.48,1013,505,2.19,"Computer Science"
"S03516",3.03,1066,871,2.59,"Law"
"S03517",3.14,1160,190,3.85,"Law"
"S03518",2.44,1517,612,2.86,"Medicine"
"S03519",3.51,1123,411,3.88,"Mathematics"
"S03520",2.62,1161,946,3.98,"Medicine"
"S03521",3.84,1150,978,3.05,"Arts"
"S03522",3.31,1425,52,2.58,"Mathematics"
"S03523",2.87,1025,561,3.58,"Engineering"
"S03524",3.58,1105,446,2.32,"Computer Science"
"S03525",3.64,1039,612,2.5,"Computer Science"
"S03526",2.58,961,444,3.57,"Computer Science"
"S03527",2.68,1182,382,2.87,"Arts"
"S03528",3.87,953,763,2.4,"Arts"
"S03529",2.33,1245,374,3.3,"Law"
"S03530",2.08,1423,976,3.47,"Engineering"
"S03531",2.91,1035,566,2.25,"Computer Science"
"S03532",3.6,1229,375,2.55,"Computer Science"
"S03533",3.54,1043,389,2.44,"Law"
"S03534",3.84,1335,649,2.76,"Engineering"
"S03535",3.07,1181,674,3.53,"Mathematics"
"S03536",2.2,1035,866,3.43,"Engineering"
"S03537",3.18,1388,804,3.33,"Engineering"
"S03538",3.56,1300,479,2.01,"Medicine"
"S03539",2.19,1348,404,2.28,"Engineering"
"S03540",2.35,1534,593,2.45,"Business"
"S03541",2.02,1527,468,2.54,"Arts"
"S03542",3.19,1568,732,2.29,"Engineering"
"S03543",3.77,1169,597,2.82,"Medicine"
"S03544",3.34,916,505,2.15,"Mathematics"
"S03545",3.96,1168,83,3.5,"Business"
"S03546",2.13,1381,319,3.58,"Medicine"
"S03547",3.81,1118,67,3.15,"Medicine"
"S03548",3.63,1218,414,2.18,"Law"
"S03549",2.63,1137,453,3.78,"Medicine"
"S03550",3.95,1444,746,3.93,"Medicine"
"S03551",2.58,1184,198,2.4,"Computer Science"
"S03552",3.78,936,259,3.41,"Arts"
"S03553",3.76,1002,689,3.68,"Law"
"S03554",3.52,1329,298,3.08,"Law"
"S03555",3.13,1553,280,2.65,"Computer Science"
"S03556",2.24,1138,300,2.96,"Business"
"S03557",3.06,1544,129,3.02,"Computer Science"
"S03558",2.71,1024,498,2.8,"Law"
"S03559",3.58,1464,883,3.86,"Business"
"S03560",3.52,1499,438,3.49,"Law"
"S03561",3.82,1509,692,2.48,"Engineering"
"S03562",2.03,1506,292,3.17,"Business"
"S03563",3.62,1087,207,3.38,"Law"
"S03564",3.88,1155,294,2.28,"Computer Science"
"S03565",3.58,1484,940,2.72,"Law"
"S03566",2.26,1429,850,3.81,"Computer Science"
"S03567",2.16,1575,983,3.13,"Business"
"S03568",2.04,1291,687,2.43,"Computer Science"
"S03569",3.26,1557,29,2.25,"Business"
"S03570",3.26,1367,179,3.04,"Medicine"
"S03571",3.97,1152,41,3.1,"Arts"
"S03572",2.8,1571,470,2.67,"Mathematics"
"S03573",2.66,1460,192,3.26,"Business"
"S03574",3.25,1075,344,2.14,"Mathematics"
"S03575",3.65,1365,749,2.29,"Mathematics"
"S03576",3.87,1476,816,3.09,"Medicine"
"S03577",3.61,1188,973,2.12,"Medicine"
"S03578",2.85,949,737,3.76,"Medicine"
"S03579",3.27,903,626,2.28,"Mathematics"
"S03580",3.71,1530,278,3.35,"Medicine"
"S03581",2.98,1399,355,2.78,"Business"
"S03582",2.43,1575,529,2.8,"Mathematics"
"S03583",2.34,1122,86,3.53,"Mathematics"
"S03584",2,1567,901,3,"Computer Science"
"S03585",3.44,1161,317,3.45,"Medicine"
"S03586",2.22,1584,857,3.01,"Engineering"
"S03587",2.49,1434,902,3.19,"Medicine"
"S03588",2.6,1275,693,3.52,"Computer Science"
"S03589",3.12,960,337,3.21,"Computer Science"
"S03590",2.8,1255,863,3.23,"Arts"
"S03591",3.35,1545,145,3.58,"Arts"
"S03592",2.11,923,315,3.9,"Mathematics"
"S03593",2.25,1192,225,2.75,"Medicine"
"S03594",3,1456,423,3.15,"Medicine"
"S03595",2.67,1590,54,2.17,"Law"
"S03596",2.59,1255,894,2.72,"Mathematics"
"S03597",2.13,1474,944,2.82,"Law"
"S03598",3.79,928,933,3.67,"Arts"
"S03599",3.38,1256,816,3.03,"Medicine"
"S03600",2.24,1264,68,3.46,"Law"
"S03601",2.13,1507,619,2.04,"Engineering"
"S03602",3.95,1308,334,2.93,"Business"
"S03603",3.36,1165,77,3.8,"Arts"
"S03604",2.83,1190,539,2.45,"Arts"
"S03605",3.4,1466,856,2.06,"Computer Science"
"S03606",3.51,1052,155,2.87,"Medicine"
"S03607",3.56,1118,72,3.41,"Arts"
"S03608",2.96,1072,501,2.91,"Arts"
"S03609",2.86,1507,447,2.92,"Law"
"S03610",2.02,1534,692,3.34,"Engineering"
"S03611",3.85,911,559,2.51,"Mathematics"
"S03612",3.21,1415,754,3.5,"Medicine"
"S03613",2.41,1261,359,2.31,"Business"
"S03614",3.84,1478,277,2.79,"Engineering"
"S03615",3.83,1556,883,3.31,"Business"
"S03616",3.98,1376,313,3.66,"Computer Science"
"S03617",3.75,1476,105,3.58,"Arts"
"S03618",4,981,971,3.44,"Law"
"S03619",2.49,1516,95,2.72,"Engineering"
"S03620",3.68,1592,219,2.24,"Business"
"S03621",3.65,1239,682,2.43,"Medicine"
"S03622",2.46,1340,878,3.73,"Computer Science"
"S03623",2.2,1516,944,3.71,"Mathematics"
"S03624",3.96,1125,795,3.9,"Computer Science"
"S03625",2.59,1270,128,2.15,"Arts"
"S03626",3.74,927,200,3.07,"Arts"
"S03627",2.01,915,929,3.3,"Business"
"S03628",2.04,1176,332,3.42,"Business"
"S03629",2.93,1232,547,3.29,"Computer Science"
"S03630",2.48,1382,866,3.54,"Business"
"S03631",3.38,1465,656,2.72,"Arts"
"S03632",3.13,1187,292,2.36,"Computer Science"
"S03633",2.15,1013,66,2.41,"Computer Science"
"S03634",2.33,937,972,2.02,"Mathematics"
"S03635",2.78,1353,731,2.7,"Medicine"
"S03636",2.37,1065,568,2.18,"Medicine"
"S03637",3.58,1593,657,2.64,"Business"
"S03638",2.83,1104,404,3.26,"Business"
"S03639",2.19,1144,725,3.79,"Arts"
"S03640",2.97,1232,606,3.68,"Arts"
"S03641",2.18,1295,618,2.51,"Medicine"
"S03642",2.26,1406,596,2.27,"Computer Science"
"S03643",2.48,1020,648,2.39,"Engineering"
"S03644",3.72,1158,146,3.94,"Law"
"S03645",3.85,1309,761,3.1,"Law"
"S03646",3.65,1209,530,2.37,"Mathematics"
"S03647",2.67,967,402,3.68,"Engineering"
"S03648",2.54,1013,125,2.79,"Mathematics"
"S03649",3.1,1119,514,3.8,"Business"
"S03650",3.44,1119,332,2.52,"Law"
"S03651",3.99,1372,480,2.79,"Mathematics"
"S03652",2.26,1285,712,3.01,"Law"
"S03653",2.1,1197,947,3.79,"Engineering"
